Title,Score,Comment
겨울왕국 2,4,오늘 봤는데 솔직히 지루하고 지루한데 노래부르니깐 더 지루함. 끝부분은 좀 괜찮음.우리 아들이 하품 몇번했음7.5 정도가 적당! 
겨울왕국 2,10,좋아욯ㅎㅎ아가도잘봤어요 
겨울왕국 2,10,기대를 하나도안하고봐서넘나 잼나게 봤어요♡ 
겨울왕국 2,10,"1편 보다는 다른 재미가 있고, 더 감동스러운것 같다. "
겨울왕국 2,10,후속작이 이렇게 재밌다니 이해가안되지만 재밌다 엘산나 사랑해ㅠㅠㅠ 
겨울왕국 2,10,개잼강추강추강추추추 
겨울왕국 2,1,작위적인 표정에 과한 노래. 뭐하나 귀에 꽂히지않는 엉성한 멜로디들. 이게 디즈니라고? 그 갓즈니라고? 겨울왕국1을 온통 흉내만 냈다. 철학이라곤 1g도 없이 온통 가짜인 애니메이션 
겨울왕국 2,1,"진짜 이게 재밌냐.. 하... 영화관에서 처음으로 잤다.스토리 개연성도 없고 이게 뭐냐,, 겨울왕국1도 노잼인데, 2는 더재미없다. 라푼젤이나 봐라 졸잼 "
겨울왕국 2,10,1편을 봤다면 재미있게 볼수 있는 것 같아요 
겨울왕국 2,5,"장점:전작에 비해 발전한 연출과 영상미 단점:과도한 뮤지컬이 몰입을 방해함 대상 연령층이 애매함,전작보다 스토리 텔링이 떨어짐 슬픈장면에서 노래를 부르고 뮤지컬을 하는데 깸;; 뮤지컬을 줄이고 러닝타임을 줄여서 예산을 절감하되 좀 더 시나리오에 투자하여 이야기를 매끈하게 하는 방향으로 갔어야 함   엘사의 조부가 원주민을 상대로 전쟁을 벌였는데 정령에게 대화를 시도하여 화해하는게 개연성이 떨어 짐;; 피해자는 원주민인데 엘사는 왜 정령에게 화해를 시도 하는가?? 정령들은 힘이세고 원주민들은 약해서?? 엘사일행이 원주민들에게 왕국을 대표하여 과거를 인정하고 사과하고  원주민들이 결국 선대의 원한을 용서하고 안나여왕은 국민들에게 과거의 진실을 알려 과거의 잘못을 인정하고 되풀이 하지 않는 결말이 더 감동적이고 자연스럽지 않았을까? "
겨울왕국 2,10,지루함 없이 보다가 끝! ^^ 
겨울왕국 2,10,
겨울왕국 2,10,겨울왕국 1편에 비해 스토리가 탄탄하고 파워풀한 엘사의 모습과 끝까지 포기하지않는 엘사의 모습이 인상깊네요. 
겨울왕국 2,10,스토리가 탄탄하구나.. 그래픽 디테일도 노래도 좋음 뮤지컬같음 
겨울왕국 2,10,
